setting,dataset,sample_id,candidate,psnr,ssim,vccrp
structure_only,kligler,natiCPR05_07,docres_classical040_blend_0.80,31.87808246288703,0.9613686203956604,0.14222954423788292
structure_only,kligler,natiCPR05_12,docres_classical040_blend_0.95,30.163961857503004,0.9433093070983887,0.17316795716952893
structure_only,kligler,natiCSY01_02,docres_classical040_blend_0.85,27.380715425854195,0.9355969429016113,0.23421802786277868
structure_only,kligler,natiCSY01_04,docres_classical040_blend_0.95,26.71146035501532,0.9341444373130798,0.2935055713542303
structure_only,kligler,natiCSY01_07,docres_classical040_blend_0.80,25.53231251957278,0.9392399787902832,0.3223935532631851
structure_only,kligler,natiCSY01_08,docres_classical040_blend_0.95,25.1722552903869,0.9302104711532593,0.42136547971164473
structure_only,kligler,natiCSY01_11,docres_classical040_blend_0.70,19.130982603294324,0.8769203424453735,0.24622303613372953
structure_only,kligler,natiCSY01_12,docres_classical040_blend_0.80,28.02030908572178,0.9698378443717957,0.2214177471173201
structure_only,kligler,natiCSY01_15,docres_classical040_blend_0.85,27.622706770113574,0.9708419442176819,0.20840055477602104
structure_only,kligler,natiCSY02_01,docres_classical040_blend_0.95,30.34570377493576,0.9734639525413513,0.19077284450709087
structure_only,kligler,natiCSY02_02,docres_classical040_blend_0.95,28.16517852385123,0.9752157926559448,0.1578210156583859
structure_only,kligler,natiCSY02_10,docres_classical040_blend_0.70,29.66661706210187,0.9756647348403931,0.1527052650938283
structure_only,kligler,natiCSY03_02,docres_classical040_blend_0.80,33.61877618859018,0.9764516353607178,0.11220865706743155
structure_only,kligler,natiCSY03_03,docres_classical040_blend_0.80,30.459489419473677,0.9717348217964172,0.14666193970559793
structure_only,kligler,natiCSY03_05,docres_classical040_blend_0.95,29.474328435282402,0.9675540924072266,0.14811159364942517
structure_only,kligler,natiCSY03_06,docres_classical040_blend_0.90,29.281269727240073,0.9674035906791687,0.1279855194223658
structure_only,kligler,natiCSY04_06,docres_classical040_blend_0.85,28.472210905733427,0.9610791206359863,0.18674842087938404
structure_only,kligler,natiCSY04_14,docres_classical040_blend_0.95,27.545763075257106,0.9460063576698303,0.2019076648395326
